bot_id,mice_type,steps,alpha
1,2,1056,0.08
2,2,1502,0.09
2,2,492,0.08
1,2,1003,0.1
1,2,642,0.06
1,2,562,0.07
2,2,696,0.06
1,2,576,0.13
1,2,372,0.12
2,2,656,0.09
2,2,1220,0.07
2,2,618,0.08
1,2,356,0.06
2,2,348,0.07
1,2,494,0.12
2,2,396,0.08
1,2,629,0.13
1,2,924,0.08
2,2,934,0.09
2,2,1572,0.06
1,2,934,0.1
1,2,978,0.07
2,2,522,0.08
1,2,596,0.06
2,2,376,0.09
1,2,525,0.12
2,2,1066,0.07
1,2,498,0.08
2,2,522,0.08
1,2,363,0.06
2,2,320,0.07
2,2,1278,0.06
1,2,648,0.1
2,2,838,0.09
1,2,953,0.13
1,2,731,0.07
2,2,336,0.08
2,2,454,0.06
2,2,716,0.07
1,2,446,0.06
1,2,588,0.1
2,2,874,0.08
2,2,992,0.09
1,2,562,0.07
1,2,1078,0.08
1,2,609,0.13
2,2,820,0.06
2,2,766,0.07
1,2,224,0.1
2,2,396,0.08
1,2,265,0.07
2,2,930,0.09
2,2,362,0.08
1,2,785,0.06
1,2,466,0.13
1,2,504,0.08
2,2,1276,0.07
1,2,427,0.07
2,2,526,0.08
1,2,2244,0.12
1,2,278,0.08
1,2,784,0.1
2,2,894,0.09
2,2,1894,0.06
1,2,471,0.13
1,2,625,0.06
1,2,164,0.12
2,2,440,0.09
2,2,874,0.08
2,2,1158,0.07
1,2,301,0.13
2,2,962,0.06
1,2,913,0.07
1,2,724,0.1
2,2,584,0.08
2,2,884,0.09
1,2,839,0.06
2,2,728,0.06
1,2,518,0.13
2,2,1230,0.07
1,2,1343,0.08
2,2,780,0.09
1,2,563,0.1
2,2,1232,0.08
2,2,576,0.06
2,2,592,0.07
1,2,293,0.08
1,2,962,0.07
2,2,564,0.09
2,2,390,0.06
1,2,717,0.13
2,2,428,0.07
2,2,760,0.08
1,2,2108,0.12
2,2,620,0.09
2,2,298,0.08
1,2,295,0.13
2,2,974,0.06
1,2,662,0.07
1,2,783,0.08
1,2,1538,0.06
1,2,1179,0.1
2,2,390,0.09
2,2,1264,0.07
2,2,270,0.06
1,2,104,0.06
1,2,396,0.13
2,2,1018,0.08
1,2,274,0.1
1,2,394,0.08
1,2,875,0.12
2,2,440,0.06
1,2,545,0.07
2,2,830,0.07
2,2,1050,0.09
1,2,275,0.08
1,2,346,0.1
1,2,487,0.13
2,2,196,0.07
2,2,1026,0.08
2,2,688,0.06
2,2,736,0.09
1,2,855,0.06
1,2,729,0.12
2,2,602,0.08
2,2,318,0.09
1,2,477,0.13
1,2,873,0.07
2,2,730,0.06
2,2,1056,0.07
2,2,276,0.08
1,2,446,0.06
1,2,967,0.08
1,2,564,0.12
2,2,458,0.07
2,2,852,0.06
1,2,1231,0.1
2,2,1142,0.09
1,2,626,0.07
2,2,938,0.08
2,2,544,0.07
1,2,453,0.08
2,2,176,0.08
1,2,309,0.1
1,2,801,0.06
2,2,684,0.06
2,2,838,0.09
1,2,1241,0.13
2,2,532,0.07
1,2,978,0.12
1,2,683,0.07
1,2,609,0.08
2,2,566,0.09
2,2,1016,0.08
1,2,529,0.1
2,2,804,0.07
1,2,535,0.12
2,2,304,0.07
2,2,646,0.09
2,2,768,0.08
2,2,2136,0.06
1,2,984,0.13
1,2,778,0.07
1,2,570,0.1
1,2,883,0.08
1,2,1490,0.06
2,2,636,0.07
2,2,804,0.06
2,2,1088,0.08
1,2,339,0.06
2,2,250,0.06
2,2,1790,0.09
1,2,623,0.08
1,2,1238,0.12
2,2,630,0.08
2,2,1616,0.07
1,2,1166,0.07
1,2,1138,0.1
2,2,272,0.08
1,2,311,0.08
1,2,336,0.12
2,2,1118,0.09
2,2,320,0.07
1,2,719,0.06
1,2,1786,0.13
1,2,234,0.08
2,2,1946,0.06
2,2,830,0.08
2,2,748,0.09
1,2,597,0.1
1,2,512,0.06
1,2,1063,0.07
1,2,517,0.08
2,2,906,0.08
1,2,645,0.13
2,2,636,0.07
2,2,1262,0.06
1,2,484,0.1
1,2,136,0.07
1,2,1278,0.12
1,2,506,0.06
2,2,1284,0.09
1,2,449,0.08
2,2,930,0.07
2,2,1064,0.08
2,2,870,0.06
2,2,538,0.09
1,2,491,0.1
1,2,496,0.07
1,2,750,0.13
1,2,401,0.12
2,2,194,0.06
2,2,512,0.08
1,2,713,0.06
2,2,1110,0.07
2,2,1036,0.09
2,2,754,0.06
2,2,624,0.08
1,2,1012,0.08
1,2,784,0.1
1,2,533,0.06
1,2,806,0.12
2,2,556,0.09
2,2,1012,0.07
1,2,972,0.13
2,2,516,0.08
1,2,87,0.06
1,2,1186,0.07
2,2,830,0.06
1,2,361,0.1
1,2,243,0.13
2,2,470,0.08
2,2,978,0.09
2,2,856,0.07
2,2,646,0.06
1,2,424,0.06
1,2,458,0.07
1,2,918,0.12
2,2,452,0.09
1,2,1323,0.08
2,2,406,0.06
2,2,886,0.08
2,2,668,0.07
2,2,602,0.06
1,2,482,0.12
2,2,576,0.07
1,2,699,0.07
1,2,1230,0.13
1,2,572,0.08
1,2,1580,0.1
2,2,1468,0.08
1,2,529,0.12
1,2,414,0.13
2,2,1322,0.06
1,2,810,0.07
2,2,940,0.08
1,2,691,0.08
1,2,1895,0.06
1,2,697,0.1
1,2,496,0.12
2,2,952,0.06
1,2,688,0.13
2,2,958,0.08
1,2,544,0.07
1,2,311,0.1
2,2,568,0.06
1,2,756,0.06
1,2,175,0.1
2,2,500,0.08
1,2,381,0.07
1,2,1136,0.08
2,2,1060,0.06
1,2,373,0.06
1,2,383,0.07
1,2,345,0.08
1,2,352,0.06
2,2,802,0.06
1,2,206,0.07
1,2,1097,0.1
1,2,319,0.08
1,2,1712,0.13
1,2,2143,0.12
1,2,392,0.07
1,2,196,0.13
1,2,631,0.06
1,2,100,0.07
1,2,647,0.08
1,2,699,0.12
1,2,570,0.13
1,2,582,0.06
1,2,212,0.13
2,2,772,0.12
1,2,212,0.06
2,2,740,0.11
1,2,826,0.08
2,2,1064,0.05
1,2,1159,0.07
1,2,716,0.12
2,2,494,0.12
2,2,672,0.11
1,2,556,0.06
1,2,2193,0.1
2,2,902,0.05
2,2,500,0.12
1,2,968,0.13
2,2,414,0.05
2,2,1016,0.11
2,2,454,0.12
1,2,1081,0.08
2,2,146,0.12
1,2,786,0.06
1,2,1050,0.12
2,2,560,0.11
1,2,509,0.13
1,2,1386,0.07
2,2,880,0.05
1,2,1124,0.1
2,2,512,0.12
2,2,584,0.11
1,2,847,0.08
2,2,554,0.12
1,2,627,0.12
2,2,1000,0.05
1,2,538,0.07
1,2,148,0.08
2,2,706,0.11
2,2,336,0.12
1,2,1093,0.06
1,2,740,0.1
1,2,1079,0.13
1,2,380,0.07
2,2,652,0.11
2,2,1058,0.05
1,2,400,0.08
2,2,606,0.12
1,2,235,0.1
1,2,643,0.12
1,2,678,0.06
2,2,588,0.11
1,2,214,0.12
2,2,658,0.12
1,2,502,0.1
2,2,1160,0.05
2,2,244,0.12
2,2,504,0.11
1,2,913,0.07
1,2,723,0.08
1,2,1038,0.13
1,2,266,0.1
1,2,759,0.12
1,2,356,0.07
1,2,934,0.06
2,2,834,0.12
2,2,1214,0.05
1,2,573,0.13
2,2,1170,0.11
1,2,390,0.1
2,2,246,0.12
1,2,330,0.07
2,2,740,0.05
1,2,1087,0.08
2,2,652,0.11
2,2,586,0.12
1,2,444,0.1
1,2,827,0.12
1,2,524,0.07
1,2,1075,0.06
2,2,596,0.12
1,2,280,0.1
2,2,924,0.11
2,2,1158,0.05
1,2,600,0.08
1,2,1073,0.13
1,2,526,0.12
1,2,114,0.1
1,2,301,0.06
2,2,650,0.05
2,2,814,0.12
2,2,784,0.11
1,2,733,0.07
1,2,573,0.13
1,2,448,0.1
1,2,766,0.08
2,2,904,0.12
2,2,896,0.11
2,2,1012,0.05
1,2,278,0.1
1,2,422,0.06
2,2,460,0.12
2,2,644,0.11
1,2,996,0.07
1,2,1495,0.12
2,2,1030,0.05
1,2,801,0.08
1,2,528,0.1
1,2,702,0.06
2,2,850,0.12
1,2,1359,0.13
2,2,344,0.09
2,2,800,0.11
1,2,231,0.12
1,2,454,0.07
2,2,666,0.07
2,2,754,0.06
2,2,810,0.05
2,2,950,0.08
1,2,620,0.08
2,2,590,0.09
1,2,495,0.06
1,2,207,0.07
2,2,926,0.12
2,2,688,0.11
2,2,368,0.05
1,2,401,0.12
2,2,636,0.07
2,2,716,0.06
2,2,618,0.08
1,2,1011,0.1
2,2,720,0.09
2,2,576,0.12
2,2,462,0.05
1,2,465,0.06
2,2,546,0.08
2,2,828,0.11
1,2,848,0.08
2,2,534,0.09
2,2,930,0.06
1,2,591,0.12
2,2,1074,0.07
1,2,825,0.07
1,2,637,0.1
2,2,670,0.05
2,2,528,0.11
2,2,1038,0.12
1,2,444,0.06
1,2,1969,0.13
1,2,194,0.07
2,2,632,0.06
2,2,672,0.07
1,2,373,0.12
1,2,336,0.1
2,2,430,0.12
2,2,720,0.05
2,2,1028,0.09
1,2,234,0.06
1,2,621,0.08
2,2,770,0.11
1,2,215,0.12
2,2,2054,0.08
2,2,644,0.07
1,2,535,0.13
1,2,262,0.06
2,2,662,0.09
2,2,778,0.12
2,2,622,0.11
1,2,408,0.08
2,2,832,0.05
2,2,1550,0.06
1,2,876,0.07
1,2,232,0.13
2,2,920,0.08
2,2,352,0.09
2,2,310,0.12
2,2,286,0.11
2,2,1004,0.07
1,2,934,0.1
1,2,334,0.13
2,2,1006,0.05
2,2,442,0.12
2,2,444,0.07
2,2,800,0.06
2,2,634,0.08
1,2,611,0.08
2,2,598,0.11
2,2,798,0.09
1,2,617,0.1
1,2,1088,0.12
2,2,524,0.05
2,2,506,0.06
2,2,640,0.12
2,2,558,0.09
1,2,381,0.08
2,2,712,0.11
2,2,928,0.07
1,2,634,0.13
2,2,1074,0.08
2,2,304,0.12
1,2,1406,0.07
2,2,512,0.06
2,2,594,0.05
2,2,418,0.11
2,2,594,0.09
2,2,508,0.07
2,2,292,0.05
2,2,664,0.08
2,2,306,0.09
1,2,616,0.13
2,2,750,0.06
1,2,466,0.07
2,2,628,0.11
1,2,1110,0.12
2,2,1216,0.12
2,2,980,0.07
2,2,552,0.09
2,2,808,0.05
1,2,1414,0.1
1,2,1209,0.08
2,2,930,0.08
2,2,922,0.06
2,2,534,0.09
2,2,460,0.08
2,2,1124,0.12
2,2,1330,0.11
1,2,663,0.12
2,2,782,0.05
1,2,401,0.1
1,2,833,0.13
2,2,1052,0.07
2,2,802,0.06
1,2,1110,0.07
2,2,342,0.11
2,2,634,0.09
2,2,506,0.08
2,2,702,0.12
1,2,946,0.08
2,2,796,0.07
2,2,506,0.11
2,2,1090,0.05
1,2,332,0.07
2,2,558,0.09
1,2,744,0.12
2,2,888,0.08
2,2,398,0.07
2,2,196,0.06
1,2,134,0.12
2,2,1114,0.12
2,2,516,0.05
2,2,324,0.06
2,2,956,0.11
1,2,1278,0.1
2,2,1006,0.09
2,2,712,0.07
1,2,237,0.12
2,2,426,0.12
1,2,1538,0.13
1,2,741,0.07
2,2,1146,0.08
1,2,69,0.12
2,2,1144,0.05
2,2,724,0.11
2,2,648,0.07
1,2,1487,0.08
2,2,704,0.12
2,2,928,0.09
1,2,687,0.1
1,2,433,0.07
2,2,1518,0.06
2,2,1054,0.08
1,2,215,0.08
2,2,604,0.07
1,2,758,0.13
2,2,794,0.12
2,2,1184,0.05
2,2,696,0.06
2,2,1478,0.11
2,2,1034,0.09
1,2,333,0.08
2,2,714,0.07
1,2,605,0.07
2,2,940,0.08
1,2,488,0.13
2,2,812,0.12
1,2,1327,0.12
2,2,512,0.11
1,2,966,0.1
2,2,1008,0.05
2,2,718,0.09
2,2,424,0.08
1,2,323,0.07
1,2,314,0.13
2,2,470,0.12
2,2,1148,0.07
2,2,830,0.11
2,2,654,0.09
2,2,826,0.05
1,2,529,0.12
1,2,475,0.1
2,2,1872,0.06
2,2,836,0.08
2,2,250,0.09
2,2,458,0.11
2,2,330,0.05
1,2,562,0.13
2,2,1112,0.12
2,2,1046,0.07
2,2,586,0.08
1,2,20,0.13
2,2,870,0.06
1,2,485,0.1
2,2,566,0.11
2,2,860,0.09
2,2,674,0.12
2,2,630,0.07
1,2,896,0.12
2,2,714,0.08
2,2,1192,0.05
2,2,682,0.06
2,2,452,0.11
1,2,482,0.1
2,2,808,0.09
2,2,918,0.07
2,2,622,0.11
1,2,244,0.1
2,2,872,0.08
2,2,806,0.06
2,2,1336,0.12
1,2,638,0.12
2,2,630,0.09
2,2,252,0.11
2,2,236,0.08
1,2,1368,0.13
2,2,678,0.07
2,2,1800,0.05
1,2,302,0.12
2,2,648,0.12
1,2,483,0.1
2,2,416,0.11
1,2,227,0.13
2,2,1002,0.09
2,2,970,0.07
2,2,1716,0.06
2,2,1310,0.08
1,2,436,0.12
2,2,704,0.11
2,2,1096,0.05
2,2,1010,0.12
2,2,936,0.09
1,2,92,0.12
2,2,620,0.07
2,2,758,0.06
1,2,848,0.1
1,2,720,0.13
2,2,554,0.11
2,2,766,0.08
2,2,888,0.12
2,2,674,0.09
2,2,584,0.07
2,2,1100,0.05
2,2,650,0.08
1,2,425,0.1
1,2,612,0.12
2,2,794,0.11
2,2,440,0.12
1,2,617,0.13
2,2,1380,0.06
2,2,990,0.09
2,2,986,0.05
2,2,498,0.08
2,2,1098,0.07
2,2,852,0.11
2,2,916,0.12
2,2,236,0.05
2,2,288,0.07
2,2,384,0.08
2,2,768,0.06
2,2,620,0.09
2,2,456,0.11
1,2,908,0.12
1,2,766,0.13
2,2,320,0.06
2,2,468,0.09
2,2,802,0.05
1,2,1173,0.1
2,2,700,0.08
2,2,930,0.07
2,2,1208,0.12
2,2,630,0.06
2,2,1040,0.11
2,2,582,0.09
2,2,344,0.07
2,2,582,0.08
2,2,844,0.05
2,2,760,0.12
2,2,410,0.11
2,2,674,0.06
1,2,1035,0.13
2,2,704,0.08
2,2,346,0.12
1,2,954,0.1
2,2,972,0.07
2,2,1156,0.09
2,2,596,0.11
2,2,922,0.06
2,2,588,0.12
2,2,228,0.11
2,2,1678,0.05
2,2,772,0.08
2,2,732,0.07
1,2,627,0.13
2,2,972,0.09
2,2,538,0.06
2,2,542,0.05
2,2,762,0.12
1,2,848,0.1
2,2,388,0.09
2,2,870,0.08
1,2,404,0.13
2,2,900,0.07
2,2,708,0.06
2,2,1394,0.11
2,2,468,0.12
2,2,524,0.08
2,2,490,0.06
2,2,962,0.09
2,2,1352,0.05
2,2,746,0.07
2,2,796,0.12
2,2,500,0.08
2,2,296,0.06
2,2,1138,0.11
2,2,236,0.09
1,2,789,0.13
2,2,256,0.12
1,2,1075,0.1
2,2,744,0.07
2,2,338,0.11
2,2,476,0.09
2,2,540,0.12
2,2,958,0.06
2,2,1074,0.08
2,2,1434,0.05
2,2,564,0.09
2,2,236,0.12
2,2,338,0.06
2,2,1508,0.07
2,2,900,0.08
2,2,680,0.09
2,2,704,0.12
2,2,212,0.08
2,2,1420,0.05
1,2,1226,0.13
2,2,830,0.11
2,2,932,0.06
2,2,496,0.07
2,2,494,0.12
2,2,540,0.09
2,2,492,0.11
2,2,694,0.08
2,2,132,0.11
2,2,780,0.07
2,2,602,0.12
2,2,1198,0.05
2,2,320,0.08
2,2,936,0.09
2,2,1298,0.06
1,2,895,0.13
2,2,474,0.07
2,2,376,0.09
2,2,648,0.05
2,2,848,0.12
2,2,948,0.11
2,2,400,0.07
2,2,1036,0.08
2,2,1184,0.06
2,2,680,0.05
2,2,668,0.11
2,2,1026,0.09
2,2,940,0.12
2,2,888,0.07
2,2,526,0.05
2,2,1128,0.08
2,2,796,0.06
2,2,748,0.11
2,2,620,0.12
2,2,958,0.07
2,2,1286,0.09
2,2,544,0.06
2,2,864,0.08
2,2,1092,0.05
2,2,798,0.12
2,2,1172,0.11
2,2,490,0.06
2,2,122,0.12
2,2,664,0.09
2,2,786,0.07
2,2,348,0.06
2,2,968,0.08
2,2,572,0.11
2,2,478,0.09
2,2,534,0.07
2,2,808,0.12
2,2,1402,0.05
2,2,696,0.08
2,2,514,0.11
2,2,674,0.09
2,2,620,0.07
2,2,154,0.07
2,2,1010,0.12
2,2,1092,0.05
2,2,736,0.11
2,2,496,0.09
2,2,816,0.08
2,2,110,0.07
2,2,1968,0.06
2,2,188,0.11
2,2,506,0.09
2,2,1094,0.05
2,2,994,0.08
2,2,588,0.11
2,2,1560,0.12
2,2,1172,0.07
2,2,712,0.09
2,2,422,0.05
2,2,1404,0.06
2,2,486,0.08
2,2,638,0.12
2,2,538,0.06
2,2,274,0.08
2,2,966,0.07
2,2,1280,0.11
2,2,1036,0.05
2,2,1312,0.09
2,2,752,0.08
2,2,1136,0.12
2,2,812,0.07
2,2,852,0.11
2,2,514,0.08
2,2,596,0.12
2,2,1022,0.09
2,2,1358,0.05
2,2,556,0.11
2,2,2180,0.06
2,2,710,0.07
2,2,498,0.05
2,2,898,0.08
2,2,534,0.11
2,2,456,0.06
2,2,664,0.07
2,2,1180,0.12
2,2,1426,0.09
2,2,720,0.08
2,2,552,0.07
2,2,814,0.06
2,2,1058,0.05
2,2,914,0.11
2,2,886,0.12
2,2,796,0.09
2,2,366,0.07
2,2,594,0.08
2,2,768,0.06
2,2,722,0.12
2,2,1066,0.11
2,2,1340,0.05
2,2,978,0.09
2,2,408,0.06
2,2,908,0.08
2,2,508,0.11
2,2,560,0.12
2,2,1374,0.07
2,2,192,0.06
2,2,382,0.09
2,2,524,0.08
2,2,230,0.06
2,2,264,0.07
2,2,1222,0.05
2,2,430,0.09
2,2,706,0.11
2,2,206,0.06
2,2,1028,0.12
2,2,756,0.08
2,2,580,0.07
2,2,346,0.09
2,2,316,0.11
2,2,834,0.05
2,2,308,0.07
2,2,844,0.12
2,2,610,0.11
2,2,1066,0.08
2,2,1442,0.06
2,2,942,0.09
2,2,254,0.12
2,2,692,0.07
2,2,1198,0.05
2,2,386,0.08
2,2,850,0.11
2,2,550,0.09
2,2,562,0.12
2,2,540,0.07
2,2,1088,0.06
2,2,122,0.09
2,2,488,0.08
2,2,702,0.05
2,2,614,0.11
2,2,574,0.12
2,2,620,0.07
2,2,300,0.08
2,2,366,0.09
2,2,776,0.06
2,2,696,0.05
2,2,700,0.11
2,2,658,0.12
2,2,612,0.07
2,2,958,0.08
2,2,1058,0.09
2,2,764,0.05
2,2,480,0.12
2,2,498,0.07
2,2,1146,0.06
2,2,764,0.11
2,2,402,0.05
2,2,422,0.11
2,2,948,0.07
2,2,1466,0.08
2,2,472,0.05
2,2,1134,0.12
2,2,1598,0.09
2,2,472,0.11
2,2,186,0.07
2,2,1498,0.06
2,2,256,0.12
2,2,410,0.05
2,2,866,0.08
2,2,402,0.07
2,2,714,0.09
2,2,884,0.11
2,2,730,0.12
2,2,1018,0.06
2,2,930,0.05
2,2,668,0.08
2,2,382,0.11
2,2,722,0.07
2,2,730,0.09
2,2,438,0.08
2,2,810,0.06
2,2,1176,0.12
2,2,462,0.09
2,2,588,0.07
2,2,890,0.11
2,2,480,0.06
2,2,328,0.09
2,2,762,0.08
2,2,1846,0.05
2,2,990,0.07
2,2,470,0.09
2,2,658,0.06
2,2,1014,0.11
2,2,660,0.05
2,2,324,0.09
2,2,1826,0.12
2,2,544,0.07
2,2,1188,0.08
2,2,632,0.11
2,2,422,0.05
2,2,1056,0.06
2,2,708,0.07
2,2,616,0.08
2,2,928,0.09
2,2,990,0.12
2,2,596,0.05
2,2,712,0.11
2,2,282,0.07
2,2,650,0.06
2,2,642,0.08
2,2,506,0.12
2,2,490,0.11
2,2,616,0.06
2,2,608,0.07
2,2,888,0.05
2,2,734,0.08
2,2,1706,0.09
2,2,920,0.12
2,2,536,0.06
2,2,880,0.11
2,2,658,0.07
2,2,422,0.09
2,2,1072,0.05
2,2,454,0.12
2,2,650,0.11
2,2,728,0.07
2,2,1300,0.08
2,2,500,0.09
2,2,1098,0.06
2,2,944,0.05
2,2,396,0.08
2,2,858,0.11
2,2,1200,0.12
2,2,1048,0.07
2,2,1108,0.09
2,2,236,0.11
2,2,666,0.08
2,2,942,0.05
2,2,926,0.12
2,2,662,0.11
2,2,944,0.07
2,2,790,0.09
2,2,2220,0.06
2,2,844,0.08
2,2,456,0.12
2,2,886,0.05
2,2,474,0.07
2,2,598,0.11
2,2,632,0.08
2,2,488,0.05
2,2,590,0.12
2,2,958,0.09
2,2,1074,0.06
2,2,742,0.07
2,2,868,0.11
2,2,498,0.08
2,2,752,0.05
2,2,458,0.06
2,2,482,0.07
2,2,486,0.11
2,2,1068,0.09
2,2,1330,0.12
2,2,428,0.07
2,2,1054,0.08
2,2,542,0.11
2,2,928,0.05
2,2,968,0.12
2,2,1662,0.06
2,2,664,0.08
2,2,1266,0.09
2,2,604,0.05
2,2,750,0.11
2,2,1266,0.07
2,2,488,0.06
2,2,716,0.12
2,2,750,0.08
2,2,848,0.09
2,2,880,0.05
2,2,420,0.06
2,2,946,0.07
2,2,1154,0.11
2,2,620,0.12
2,2,462,0.09
2,2,904,0.08
2,2,256,0.11
2,2,718,0.06
2,2,436,0.12
2,2,1142,0.05
2,2,788,0.07
2,2,262,0.06
2,2,878,0.09
2,2,468,0.12
2,2,1034,0.08
2,2,888,0.07
2,2,980,0.06
2,2,548,0.08
2,2,1506,0.05
2,2,1272,0.09
2,2,412,0.07
2,2,1208,0.12
2,2,732,0.08
2,2,780,0.09
2,2,1714,0.06
2,2,208,0.07
2,2,1440,0.05
2,2,326,0.09
2,2,958,0.08
2,2,816,0.07
2,2,702,0.09
2,2,826,0.05
2,2,1460,0.06
2,2,1136,0.08
2,2,384,0.05
2,2,502,0.07
2,2,1124,0.09
2,2,656,0.08
2,2,478,0.07
2,2,758,0.06
2,2,828,0.05
2,2,312,0.07
2,2,622,0.09
2,2,780,0.08
2,2,970,0.06
2,2,674,0.07
2,2,1026,0.09
2,2,774,0.06
2,2,2032,0.05
2,2,1362,0.08
2,2,534,0.09
2,2,740,0.06
2,2,1534,0.07
2,2,544,0.09
2,2,946,0.08
2,2,542,0.09
2,2,1662,0.05
2,2,654,0.08
2,2,1146,0.07
2,2,1336,0.06
2,2,650,0.09
2,2,442,0.07
2,2,1312,0.05
2,2,380,0.07
2,2,1298,0.08
2,2,1142,0.09
2,2,548,0.07
2,2,1872,0.06
2,2,474,0.08
2,2,900,0.05
2,2,644,0.09
2,2,486,0.07
2,2,692,0.08
2,2,590,0.09
2,2,1184,0.05
2,2,546,0.08
2,2,1596,0.06
2,2,990,0.07
2,2,634,0.06
2,2,732,0.07
2,2,1024,0.08
2,2,1396,0.09
2,2,1584,0.05
2,2,226,0.09
2,2,516,0.08
2,2,948,0.06
2,2,534,0.05
2,2,426,0.09
2,2,830,0.08
2,2,1030,0.06
2,2,1014,0.05
2,2,1024,0.09
2,2,956,0.08
2,2,474,0.05
2,2,1156,0.06
2,2,222,0.08
2,2,748,0.05
2,2,168,0.05
2,2,700,0.08
2,2,838,0.06
2,2,644,0.06
2,2,588,0.06
2,2,1888,0.08
2,2,928,0.06
2,2,1108,0.06
2,2,294,0.06
2,2,474,0.06
2,2,496,0.06
2,2,906,0.06
2,2,844,0.06
2,2,370,0.06
2,2,432,0.06
2,2,370,0.1
2,2,740,0.1
2,2,378,0.1
2,2,820,0.1
2,2,766,0.1
2,2,878,0.1
2,2,988,0.1
2,2,472,0.1
2,2,322,0.1
2,2,726,0.1
2,2,688,0.1
2,2,274,0.1
2,2,528,0.1
2,2,418,0.1
2,2,1028,0.1
2,2,1624,0.1
2,2,550,0.1
2,2,618,0.1
2,2,972,0.1
2,2,988,0.1
2,2,518,0.1
2,2,446,0.1
2,2,560,0.1
2,2,594,0.1
2,2,780,0.1
2,2,644,0.1
2,2,528,0.1
2,2,856,0.1
2,2,648,0.1
2,2,524,0.1
2,2,770,0.1
2,2,1486,0.1
2,2,1462,0.1
2,2,876,0.1
2,2,734,0.1
2,2,624,0.1
2,2,408,0.1
2,2,420,0.1
2,2,488,0.1
2,2,1012,0.1
2,2,606,0.1
2,2,440,0.1
2,2,398,0.1
2,2,834,0.1
2,2,636,0.1
2,2,716,0.1
2,2,956,0.1
2,2,812,0.1
2,2,348,0.1
2,2,334,0.1
2,2,568,0.1
2,2,732,0.1
2,2,538,0.1
2,2,738,0.1
2,2,818,0.1
2,2,1412,0.1
2,2,522,0.1
2,2,440,0.1
2,2,118,0.1
2,2,738,0.1
2,2,810,0.1
2,2,864,0.1
2,2,436,0.1
2,2,430,0.1
2,2,600,0.1
2,2,694,0.1
2,2,386,0.1
2,2,844,0.1
2,2,948,0.1
2,2,486,0.1
2,2,778,0.1
2,2,922,0.1
2,2,236,0.1
2,2,1110,0.1
2,2,1220,0.1
2,2,740,0.1
2,2,998,0.1
2,2,1360,0.1
2,2,526,0.1
2,2,926,0.1
2,2,502,0.1
2,2,544,0.1
2,2,526,0.1
2,2,1168,0.1
2,2,772,0.1
2,2,616,0.1
2,2,802,0.1
2,2,470,0.1
2,2,984,0.1
2,2,758,0.1
2,2,472,0.1
2,2,440,0.1
2,2,1002,0.1
2,2,972,0.1
2,2,366,0.1
2,2,1536,0.1
2,2,820,0.1
2,2,592,0.1
2,2,448,0.1
2,2,688,0.1
2,2,356,0.1
2,2,588,0.1
2,2,934,0.1
2,2,1054,0.1
2,2,496,0.1
2,2,864,0.1
2,2,724,0.1
1,2,468,0.04
1,2,222,0.04
2,2,668,0.1
2,2,794,0.1
2,2,840,0.1
2,2,1200,0.1
1,2,575,0.04
1,2,765,0.04
1,2,344,0.04
2,2,466,0.1
1,2,363,0.04
1,2,875,0.04
1,2,727,0.04
2,2,908,0.1
2,2,296,0.1
2,2,922,0.1
1,2,399,0.04
1,2,489,0.04
1,2,595,0.04
2,2,632,0.1
2,2,998,0.1
1,2,1043,0.04
2,2,408,0.1
1,2,744,0.04
1,2,680,0.04
1,2,1336,0.04
1,2,1488,0.04
1,2,177,0.04
2,2,642,0.1
1,2,1323,0.04
1,2,420,0.04
2,2,522,0.1
1,2,858,0.04
1,2,416,0.04
1,2,279,0.04
1,2,1045,0.04
1,2,1074,0.04
1,2,141,0.04
1,2,764,0.04
1,2,429,0.04
1,2,1048,0.04
1,2,658,0.04
2,2,254,0.1
2,2,426,0.1
2,2,606,0.1
1,2,1976,0.04
2,2,662,0.1
1,2,844,0.04
1,2,646,0.04
2,2,626,0.1
1,2,1008,0.04
2,2,424,0.1
1,2,1076,0.04
2,2,644,0.1
1,2,687,0.04
2,2,626,0.1
1,2,380,0.04
2,2,1230,0.1
2,2,686,0.1
2,2,562,0.1
1,2,1713,0.04
2,2,366,0.1
2,2,436,0.1
1,2,783,0.04
1,2,898,0.04
2,2,860,0.1
2,2,230,0.1
1,2,887,0.04
2,2,876,0.1
1,2,547,0.04
2,2,500,0.1
1,2,350,0.04
2,2,390,0.1
1,2,959,0.04
1,2,697,0.04
2,2,1222,0.1
2,2,920,0.1
1,2,235,0.04
1,2,762,0.04
2,2,990,0.1
2,2,816,0.1
1,2,793,0.04
2,2,984,0.1
1,2,771,0.04
1,2,186,0.04
2,2,216,0.1
2,2,840,0.1
2,2,602,0.1
1,2,42,0.04
2,2,1044,0.1
1,2,773,0.04
2,2,216,0.1
2,2,410,0.1
2,2,838,0.1
1,2,1089,0.04
2,2,364,0.1
2,2,548,0.1
1,2,702,0.04
1,2,970,0.04
2,2,444,0.1
2,2,894,0.1
2,2,744,0.1
1,2,982,0.04
2,2,586,0.1
1,2,736,0.04
2,2,848,0.1
2,2,422,0.1
1,2,991,0.04
2,2,652,0.1
2,2,292,0.1
2,2,700,0.1
1,2,872,0.04
2,2,442,0.1
2,2,362,0.1
1,2,498,0.04
2,2,614,0.1
1,2,259,0.04
1,2,972,0.04
2,2,362,0.1
1,2,827,0.04
